QTR,SCORE DIFF. (O),SITUATION (O),DRIVE #,DRIVE PLAY #,1ST DN #,DN,DIST,D&D,YARD LN,Field Zone,HASH,OFF TEAM,PERS,OFF FORM,BACKF SET,MOTION,PROTECTION,OFF PLAY,PLAY CATEGORY,RESULT,PLAY TYPE,PRE-SNAP READ,POST-SNAP READ,ZONE THROWN,GN/LS,DEF TEAM,DEF PERSONNEL,DEF FRONT,STUNT,BLITZ,NBR,COVERAGE,DEF ADJ
2,-4,,4,2,0,2,7,2&7+,-53,Open Field (-40 to 40),M,CONU,15,32,G0,,60 SOLID,"AUBURN, JONES",DROPBACK,Complete,Pass,,,FLAT WK,6,UDM,40,EVEN,"RN, QT",,4,44 DC,
2,-6,2 MIN,7,1,0,0,10,0&10,-52,Open Field (-40 to 40),R,CONU,15,32,G0,1W ZIPPER,,IZ LOCK ST OPT OHIO,RPO,Complete,Pass,,,CURL WK,13,UDM,40,TEXAS,,,4,44,
3,-6,OPENERS 2ND,8,4,1,1,10,1&10,-52,Open Field (-40 to 40),L,CONU,15,41,G0,,60,"ZR-VIRGINIA, OHIO",QUICK,Incomplete,Pass,,,FLAT WK,0,UDM,40,STETSON,,SAW,5S,1,
2,3,,7,3,1,1,20,1&11+,-52,Open Field (-40 to 40),R,CONU,15,41,G0,"4S BOMBER, T SCAT WK",60 BOMBER SLIDE WK,"AUBURN, COD",DROPBACK,Complete,Pass,,,DEEP 1/3 WK,26,SHER,40,IN,,BEAMER,4,44,
3,-6,OPENERS 2ND,8,5,1,2,10,2&7+,-52,Open Field (-40 to 40),L,CONU,15,32,G0,1W ZIP,50 SOLID,"JONES R-OKLAHOMA, AUBURN",DROPBACK,Complete,Pass,,,CURL ST,11,UDM,40,EVEN,"NQ, TAR",,4,44 DC,
2,-21,2 MIN,11,1,0,0,10,0&10,-51,Open Field (-40 to 40),L,CONU,15,32,G0,,60 SOLID,"AUBURN, MIAMI",QUICK,Complete,Pass,,,FLAT WK,2,MCGILL,30,BANDIT,,,3,HALO,
1,0,,4,1,0,0,10,0&10,-51,Open Field (-40 to 40),M,CONU,15,23,G0,,60 SLIDE WK,"OKLAHOMA Y-POST, SILVA",DROPBACK,Complete,Pass,,,FLAT ST,38,SHER,NICKEL 40,IN,,,4,35,
3,-6,,9,4,1,1,10,1&10,-51,Open Field (-40 to 40),L,CONU,15,32,G0,,60 SOLID,"AUBURN, CADBURY",QUICK,Incomplete,Pass,,,HOOK WK,0,UDM,40,STETSON,,SAW,5S,43,
2,-19,,5,3,2,1,10,1&10,-51,Open Field (-40 to 40),R,CONU,15,32,G0,"2W YOYO, 3S BEND",,IZ BEND ST OPT FLAT SCREEN,RPO,Complete,Pass,,,FLAT WK,0,LVL,40,WEAK,,,4,MATCH,
3,-6,,9,5,1,2,10,2&7+,-51,Open Field (-40 to 40),L,CONU,15,32,G0,,50 SOLID,"Z-VIRGINIA, PLUNGE",DROPBACK,Incomplete,Pass,,,CURL WK,0,UDM,40,EVEN,"NQ, TAR",,4,44,
2,-19,,5,4,2,2,10,2&7+,-51,Open Field (-40 to 40),R,CONU,15,23,G0,FREEZE,60 SOLID,"JONES, AUBURN",DROPBACK,Complete,Pass,,,CURL WK,18,LVL,NICKEL 30,STETSON MUG,,,5M,34,
2,-4,,4,1,0,0,10,0&10,-50,Open Field (-40 to 40),R,CONU,15,32,G0,,,IZ LOCK ST OPT APACHE,RPO,Rush,Run,"HOSS ST (EDGE CONTROL, LEVERAGE)",,,3,UDM,40,EVEN,,,4,44,
2,-18,,7,1,0,0,10,0&10,-50,Open Field (-40 to 40),R,CONU,15,32,G0,,60 SLIDE STR,HOTEL,QUICK,Interception,Pass,,,FLAT ST,-30,MCGILL,40,GAP,SCREAM,,4,SNIFF,
1,0,,2,2,1,1,10,1&10,-50,Open Field (-40 to 40),R,CONU,15,41,G0,,,OZ ST,RUN,Rush,Run,"HITCH SCREEN ST (#), SEATTLE (CB LEVERAGE)",,,7,UDM,40,TRIO,,,5M,1,
3,5,,12,5,2,1,10,1&10,-50,Open Field (-40 to 40),R,CONU,15,32,GW,,60 SOLID,"FLORIDA TRADE, JONES",QUICK,Complete,Pass,,,CURL ST,8,SHER,40,DEEP TRIO,DBL CHASE,,5M,10,
4,5,,15,3,1,1,10,1&10,-49,Open Field (-40 to 40),R,CONU,15,32,G0,,,OZ WK,RUN,Penalty,Run,BUBBLE SCREEN ST (#),,,0,SHER,NICKEL 40,OUT,,,4,35,
3,-28,,11,3,1,1,10,1&10,-48,Open Field (-40 to 40),L,CONU,15,32,G0,,,IZ ST READ JONES,RPO,Incomplete,Pass,,,FLAT WK,3,LVL,40,WEAK,,,4,35,
3,-28,,11,4,1,2,10,2&7+,-48,Open Field (-40 to 40),L,CONU,15,32,G0,,60 SOLID,"Y DRIVE, APACHE",DROPBACK,Sack,Pass,,,,11,LVL,NICKEL 30,STETSON MUG,,,5S,34,
3,-18,,13,6,2,2,19,2&7+,-47,Open Field (-40 to 40),R,CONU,15,32,G0,,60 SCREEN WK,SLIP SCREEN WK,SCREEN/DRAW,Complete,Pass,,,MID SCR,7,MCGILL,30,BANDIT,,,3,HALO,
3,-6,OPENERS 2ND,8,3,0,3,1,3&2-,-47,Open Field (-40 to 40),L,CONU,15,32,G0,2W BEND,,IZ BEND ST,RUN,Rush,Run,"HOTEL ST (LEVERAGE), SEATTLE (TRACK & LEVERAGE)",,,5,UDM,40,TRIO,STRIP,,5M,1,
3,-6,,9,3,0,3,1,3&2-,-47,Open Field (-40 to 40),L,CONU,15,32,G0,2W BEND,,IZ BEND ST,RUN,Rush,Run,"HOTEL ST (LEVERAGE), SEATTLE (TRACK & LEVERAGE)",,,4,UDM,40,EVEN,,MOW,6,1,
4,-26,,19,3,0,3,1,3&2-,-47,Open Field (-40 to 40),R,CONU,15,32,G0,3S BEND,,IZ BEND ST OPT HOTEL,RPO,Rush,Run,,,,0,MCGILL,40,IN,,,4,HALO,
1,-10,,3,5,1,1,10,1&10,-46,Open Field (-40 to 40),R,CONU,15,41,G0,,60 SOLID,JONES-NASCAR,DROPBACK,Penalty,Pass,,,DEEP 1/3 WK,15,MCGILL,40,IN,ST BANG,,4,ROTATE,
1,-3,,2,2,1,1,10,1&10,-46,Open Field (-40 to 40),L,CONU,15,41,G0,"4S BOMBER, T SCAT WK",60 BOMBER SOLID,"AUBURN, COD",DROPBACK,Incomplete,Pass,,,DEEP 1/3 WK,0,SHER,40,DEEP EAGLE,,,5M,10,
2,0,2 MIN,8,2,1,1,10,1&10,-46,Open Field (-40 to 40),L,CONU,15,32,G0,,60 SOLID,AUBURN,DROPBACK,"Complete, TD",Pass,,,DEEP 1/3 WK,64,SHER,NICKEL 40,WEAK,,,4,44,
1,-3,,2,3,1,2,10,2&7+,-46,Open Field (-40 to 40),L,CONU,15,32,GW,,60 SLIDE STR,"FLORIDA TRADE, TWIX",QUICK,Complete,Pass,,,HOOK WK,16,SHER,40,DEUCE,,,6,33,
4,-35,,14,2,1,1,10,1&10,-45,Open Field (-40 to 40),L,CONU,15,32,G0,2W BEND,,IZ BEND WK,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,0,LVL,40,STRONG,,,5S,34,
2,-11,,6,6,0,0,10,0&10,-44,Open Field (-40 to 40),R,CONU,15,41,G0,"4S BOMBER, T SCAT WK",61 BOMBER SOLID,NASCAR. JONES,DROPBACK,Sack,Pass,,,,-1,MCGILL,40,50,,WEASEL,5W,HOLD,
1,-7,,3,2,0,2,1,2&2-,-44,Open Field (-40 to 40),L,CONU,15,23,G0,3W BEND,,IZ BEND WK OPT HOTEL,RPO,Rush,Run,,,,-1,LVL,30,BANDIT,,,5M,10,
1,-10,,3,4,0,3,1,3&2-,-44,Open Field (-40 to 40),R,CONU,15,32,G0,3S BEND,,IZ BEND ST OPT MIAMI,RPO,Rush,Run,,,,2,MCGILL,40,STOP,,,6,ZORRO,
3,-6,OPENERS 2ND,8,2,0,2,5,2&3-6,-43,Open Field (-40 to 40),M,CONU,15,32,G0,,60 SOLID,HOTEL,QUICK,Complete,Pass,,,FLAT ST,4,UDM,40,TRIO,,,3,21 MAN,
1,-10,,3,3,0,2,2,2&2-,-43,Open Field (-40 to 40),R,CONU,15,32,G0,3S BEND,,IZ BEND ST OPT MIAMI,RPO,Rush,Run,,,,1,MCGILL,40,EVEN,,MOW,6,BLACK PEEL,
2,-11,,6,6,0,2,11,2&7+,-43,Open Field (-40 to 40),R,CONU,15,41,G0,,60 SLIDE WK,"SILVA, RACE",DROPBACK,Incomplete,Pass,,,DEEP 1/3 WK,0,MCGILL,30,BANDIT,,SAW,5S,HOLD,
4,-26,,19,2,0,2,6,2&3-6,-42,Open Field (-40 to 40),R,CONU,15,32,G0,,,OZ WK,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,5,MCGILL,40,OUT,,,4,HALO,
2,-18,,8,3,1,2,3,2&3-6,-42,Open Field (-40 to 40),L,CONU,15,32,G0,3S BEND,,IZ BEND WK READ FLAT SCREEN,RPO,Rush,Run,,,,14,MCGILL,30,BANDIT,,MOB,6,BLACK PEEL,
4,-15,,15,2,1,1,10,1&10,-41,Open Field (-40 to 40),R,CONU,15,32,G0,1W ZIP,60 SOLID,"FLORIDA Z-POST, RACE",DROPBACK,Incomplete,Pass,,,SEAM WK,0,MCGILL,30,BANDIT,,,3,TEFFLON FLY,
3,-6,,9,2,0,2,7,2&7+,-41,Open Field (-40 to 40),M,CONU,15,32,G0,,60 SOLID,"Z-VIRGINIA, JONES",DROPBACK,Complete,Pass,,,FLAT ST,6,UDM,40,EVEN,TAN,,4,44 WC,
4,-15,,15,3,1,2,10,2&7+,-41,Open Field (-40 to 40),R,CONU,15,32 WIDE BUNCH ST,G0,2S ZOOM,61 SOLID,"NASCAR, JONES",DROPBACK,Sack,Pass,,,,-9,MCGILL,30,BANDIT,,SAW,5S,HOLD,
4,5,,13,1,0,0,10,0&10,-40,Open Field (-40 to 40),R,CONU,15,23,G0,,,IZ LOCK WK OPT ZOOM,RPO,Complete,Pass,,,CURL ST,18,SHER,40,STRONG,,,4,35 DC,
1,-7,,2,2,0,2,6,2&3-6,-40,Open Field (-40 to 40),R,CONU,15,23,G0,,60 SOLID,"SEATTLE, HOTEL",QUICK,Interception,Pass,,,CURL WK,-5,MCGILL,40,MUDDLE,,MYSTICAL,6,BLACK PEEL,
4,-28,,12,2,1,1,10,1&10,-39,Coming Out (-20 to -39),R,CONU,15,32,G0,2W BEND,,IZ BEND WK,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,5,LVL,40,STRONG,,,4,11,
4,5,,15,4,1,1,20,1&11+,-39,Coming Out (-20 to -39),R,CONU,15,32,G0,,,DRAW G LEAD ST,SCREEN/DRAW,Penalty,Run,,,,0,SHER,NICKEL 40,STRONG,,,4,44,
3,-6,OPENERS 2ND,8,1,0,0,10,0&10,-38,Coming Out (-20 to -39),L,CONU,15,32,G0,2W REACH,,T-LEAD OPT SEATTLE,RPO,Rush,Run,,,,5,UDM,40,EVEN,SMACK,,5M,1,
3,-6,,9,1,0,0,10,0&10,-38,Coming Out (-20 to -39),R,CONU,15,32,G0,2W BEND,,IZ BEND WK,RUN,Rush,Run,"HOTEL ST (LEVERAGE), SEATTLE (TRACK & LEVERAGE)",,,3,UDM,40,EVEN,"NQ, TAR",,4,44 WC,
4,-26,,19,1,0,0,10,0&10,-38,Coming Out (-20 to -39),R,CONU,15,32,G0,2W REACH,,T LEAD ST,RUN,Rush,Run,,,,4,MCGILL,40,OUT,,,4,HALO,
4,-7,,12,2,0,2,7,2&7+,-38,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SOLID,"Z-VIRGINIA, CHOPPER",DROPBACK,Sack,Pass,,,,-4,UDM,40,EVEN,TACO,,4,44 DC,
4,5,,15,2,0,2,7,2&7+,-38,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SOLID,AUBURN,DROPBACK,Complete,Pass,,,HOOK WK,11,SHER,NICKEL 40,STETSON JET,,,7,0,
4,-7,2 MIN,12,5,2,3,8,3&7+,-38,Coming Out (-20 to -39),L,CONU,15,32,G0,,60 SOLID,"Z-VIRGINIA, APACHE",DROPBACK,Incomplete,Pass,,,FLAT WK,0,UDM,40,EVEN,NQ,,4,44 WC,
2,10,,6,2,0,2,9,2&7+,-37,Coming Out (-20 to -39),R,CONU,15,32,GW,1W ZIPPER,60 SOLID,"CHOPPER R DRIVE X, W-CORNER",DROPBACK,Complete,Pass,,,CURL ST,4,SHER,NICKEL 40,STETSON JET,,SAW,5S,43,
3,7,OPENERS 1ST,9,2,0,2,2,2&2-,-37,Coming Out (-20 to -39),M,CONU,15,32,G0,2W BEND,PA 60,"IZ BEND WK PA NASCAR, MIAMI",DROPBACK,Incomplete,Pass,,,SEAM ST,0,SHER,40,EAGLE,,,5M,10,
1,-7,,2,1,0,0,10,0&10,-36,Coming Out (-20 to -39),R,CONU,15,32,G0,3S BEND,,COUNTER BEND WK,RUN,Rush,Run,,,,4,MCGILL,40,GAP,SCREAM,,4,SNIFF,
2,10,,6,1,0,0,10,0&10,-36,Coming Out (-20 to -39),R,CONU,15,32 TO 41,G0,,,OZ WK,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,1,SHER,40,DEEP TRIO,,SAW,5S,34,
4,-7,2 MIN,12,3,2,1,10,1&10,-36,Coming Out (-20 to -39),L,CONU,15,32,G0,1W ZIP,50 SOLID,"Z-VIRGINIA, APACHE TWEAK",DROPBACK,Sack,Pass,,,,-5,UDM,40,EVEN,"NQ, TAR",,4,44 WC,
3,-6,,10,2,0,2,2,2&2-,-36,Coming Out (-20 to -39),R,CONU,15,32,G0,,,OZ WK,RUN,Rush,Run,,,,-1,UDM,40,TRIO,CHASE WK,,5M,10,
2,-21,2 MIN,10,3,0,2,9,2&7+,-36,Coming Out (-20 to -39),L,CONU,15,32,G0,,60 SOLID,"Y DRIVE, SAIL",DROPBACK,Incomplete,Pass,,,CURL ST,0,MCGILL,30,BANDIT,,,3,YELLOW SWITCH,
4,5,,15,6,1,2,23,2&7+,-36,Coming Out (-20 to -39),R,CONU,15,32,G0,,60 SOLID,"AUBURN, CHOPPER",DROPBACK,Sack,Pass,,,,0,SHER,NICKEL 40,STETSON,,,3,PREVENT,
4,-7,,12,1,0,0,10,0&10,-35,Coming Out (-20 to -39),R,CONU,15,32,G0,,,IZ LOCK ST OPT ESSO,RPO,Rush,Run,,,,3,UDM,40,EVEN,"NQ, RAT",,4,44,
1,-10,,3,1,0,0,10,0&10,-35,Coming Out (-20 to -39),R,CONU,15,41,G0,,,OZ WK,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,3,MCGILL,30,BANDIT,,SMURF,5S,ORANGE,
2,-21,2 MIN,10,1,0,0,10,0&10,-35,Coming Out (-20 to -39),L,CONU,15,32,G0,,60 SOLID,"Y DRIVE, JONES",DROPBACK,Complete,Pass,,,FLAT WK,-10,MCGILL,30,BANDIT,,,3,TEFFLON FLY,
4,-16,2 MIN,17,1,0,0,10,0&10,-35,Coming Out (-20 to -39),R,CONU,15,32 WIDE BUNCH ST,G0,2S ZOOM,60 SOLID,"CHOPPER, JONES",DROPBACK,"Sack, Fumble",Pass,,,,-20,MCGILL,40,IN,A,,4,HALO,
1,-7,,3,1,0,0,10,0&10,-35,Coming Out (-20 to -39),R,CONU,15,32,G0,2W BEND,,IZ BEND WK,RUN,Rush,Run,BUBBLE SCREEN ST (#),,,9,LVL,30,BANDIT,,,4,11,
2,-17,,6,1,0,0,10,0&10,-35,Coming Out (-20 to -39),R,CONU,15,32,G0,,,IZ LOCK ST OPT HOTEL,RPO,Incomplete,Pass,,,CURL WK,0,LVL,30,BANDIT,,,5W,10,
2,-18,,7,1,0,0,10,0&10,-35,Coming Out (-20 to -39),R,CONU,15,32,G0,1W ZIP,,IZ ST READ FLORIDA,RPO,Incomplete,Pass,,,FLAT WK,0,LVL,30,BANDIT,,SAW,6,0,
3,-28,,11,1,0,0,10,0&10,-35,Coming Out (-20 to -39),L,CONU,15,32,G0,1W ZIP,60 SLIDE STR,"AUBURN, PLUNGE",DROPBACK,Complete,Pass,,,HOOK WK,0,LVL,40,WEAK,,,5W,34,
4,-35,,14,1,0,0,10,0&10,-35,Coming Out (-20 to -39),L,CONU,15,41 WIDE BUNCH ST,G0,4S BEND,,IZ BEND ST,RUN,Rush,Run,SPACING ST (EDGE),,,0,LVL,40,OVER,,,4,35 WC,
1,-3,,2,1,0,0,10,0&10,-35,Coming Out (-20 to -39),L,CONU,15,23,G0,,,IZ LOCK WK OPT ZOOM,RPO,Rush,Run,,,,11,SHER,40,STETSON,,,5M,35 DC,
2,0,2 MIN,8,1,0,0,10,0&10,-35,Coming Out (-20 to -39),R,CONU,15,32,G0,,,DRAW WK,SCREEN/DRAW,Rush,Run,,,,11,SHER,40,STETSON JET,,,3,36 DC,
4,5,,14,1,0,0,10,0&10,-35,Coming Out (-20 to -39),R,CONU,15,23,G0,,PA 60,"AUBURN, JONES R-UNDER",PA POCKET,Incomplete,Pass,,,CURL ST,0,SHER,NICKEL 40,IN,,,4,35,
4,5,,15,1,0,0,10,0&10,-35,Coming Out (-20 to -39),R,CONU,15,32,G0,3S JET,,JET SWEEP WK,RUN,Rush,Run,,,,3,SHER,NICKEL 40,OUT,,,4,34,
2,-18,,8,2,1,1,10,1&10,-35,Coming Out (-20 to -39),L,CONU,15,32,G0,,60 SLIDE STR,HANK R-HOTEL,DROPBACK,Complete,Pass,,,FLAT WK,7,MCGILL,30,BANDIT,,,3,HALO,
